Starting Time, Stopping Time, Word
0:02:31.140000,0:02:31.380000,IdleClips
0:02:31.140000,0:02:31.380000,great
0:02:31.380000,0:02:31.740000,IdleClips
0:02:31.380000,0:02:31.740000,pride
0:02:31.740000,0:02:33.060000,IdleClips
0:02:32.880000,0:02:33.060000,They
0:02:33.060000,0:02:33.420000,IdleClips
0:02:33.060000,0:02:33.420000,stand
0:02:33.420000,0:02:33.960000,IdleClips
0:02:33.420000,0:02:33.960000,here
0:02:33.960000,0:02:34.200000,IdleClips
0:02:34.020000,0:02:34.200000,and
0:02:34.200000,0:02:34.290000,IdleClips
0:02:34.200000,0:02:34.290000,I
0:02:34.290000,0:02:34.620000,IdleClips
0:02:34.290000,0:02:34.620000,stand
0:02:34.620000,0:02:34.770000,IdleClips
0:02:34.620000,0:02:34.770000,here
0:02:34.770000,0:02:35.160000,IdleClips
0:02:34.770000,0:02:35.160000,today
0:02:35.160000,0:02:36.450000,IdleClips
0:02:35.850000,0:02:36.450000,grateful
0:02:36.450000,0:02:36.600000,IdleClips
0:02:36.450000,0:02:36.600000,for
0:02:36.600000,0:02:36.690000,IdleClips
0:02:36.600000,0:02:36.690000,the
0:02:36.690000,0:02:37.290000,IdleClips
0:02:36.690000,0:02:37.290000,diversity
0:02:37.290000,0:02:37.470000,IdleClips
0:02:37.290000,0:02:37.470000,of
0:02:37.470000,0:02:37.620000,IdleClips
0:02:37.470000,0:02:37.620000,my
0:02:37.620000,0:02:38.250000,IdleClips
0:02:37.620000,0:02:38.250000,heritage
0:02:38.250000,0:02:39.780000,IdleClips
0:02:39,0:02:39.780000,aware
0:02:39.780000,0:02:39.990000,IdleClips
0:02:39.810000,0:02:39.990000,that
0:02:39.990000,0:02:40.110000,IdleClips
0:02:39.990000,0:02:40.110000,my
0:02:40.110000,0:02:40.530000,IdleClips
0:02:40.530000,0:02:40.950000,IdleClips
0:02:40.530000,0:02:40.950000,dreams
0:02:40.950000,0:02:41.220000,IdleClips
0:02:40.950000,0:02:41.220000,live
0:02:41.220000,0:02:41.550000,IdleClips
0:02:41.220000,0:02:41.550000,on
0:02:41.550000,0:02:41.700000,IdleClips
0:02:41.550000,0:02:41.700000,in
0:02:41.700000,0:02:41.850000,IdleClips
0:02:41.700000,0:02:41.850000,my
0:02:41.850000,0:02:42.090000,IdleClips
0:02:41.850000,0:02:42.090000,two
0:02:42.090000,0:02:42.510000,IdleClips
0:02:42.090000,0:02:42.510000,precious
0:02:42.510000,0:02:43.050000,IdleClips
0:02:42.510000,0:02:43.050000,daughters
0:02:43.050000,0:02:44.460000,IdleClips
0:02:44.310000,0:02:44.460000,I
0:02:44.460000,0:02:44.910000,IdleClips
0:02:44.460000,0:02:44.910000,stand
0:02:44.910000,0:02:45.180000,IdleClips
0:02:44.910000,0:02:45.180000,here
0:02:45.180000,0:02:45.630000,IdleClips
0:02:45.180000,0:02:45.630000,knowing
0:02:45.630000,0:02:46.170000,IdleClips
0:02:45.990000,0:02:46.170000,that
0:02:46.170000,0:02:46.410000,IdleClips
0:02:46.170000,0:02:46.410000,my
0:02:46.410000,0:02:46.920000,IdleClips
0:02:46.410000,0:02:46.920000,story
0:02:46.920000,0:02:47.130000,IdleClips
0:02:46.920000,0:02:47.130000,is
0:02:47.130000,0:02:47.490000,IdleClips
0:02:47.130000,0:02:47.490000,part
0:02:47.490000,0:02:47.610000,IdleClips
0:02:47.490000,0:02:47.610000,of
0:02:47.610000,0:02:47.700000,IdleClips
0:02:47.610000,0:02:47.700000,the
0:02:47.700000,0:02:48.060000,IdleClips
0:02:47.700000,0:02:48.060000,larger
0:02:48.060000,0:02:48.540000,IdleClips
0:02:48.060000,0:02:48.540000,American
0:02:48.540000,0:02:48.870000,IdleClips
0:02:48.540000,0:02:48.870000,story
0:02:48.870000,0:02:49.110000,IdleClips
0:02:48.870000,0:02:49.110000,that
0:02:49.110000,0:02:49.980000,IdleClips
0:02:49.800000,0:02:49.980000,I
0:02:49.980000,0:02:50.220000,IdleClips
0:02:49.980000,0:02:50.220000,owe
0:02:50.220000,0:02:50.280000,IdleClips
0:02:50.220000,0:02:50.280000,a
0:02:50.280000,0:02:50.580000,IdleClips
0:02:50.280000,0:02:50.580000,debt
0:02:50.580000,0:02:50.730000,IdleClips
0:02:50.610000,0:02:50.730000,to
0:02:50.730000,0:02:51,IdleClips
0:02:50.730000,0:02:51,all
0:02:51,0:02:51.090000,IdleClips
0:02:51,0:02:51.090000,of
0:02:51.090000,0:02:51.330000,IdleClips
0:02:51.090000,0:02:51.330000,those
0:02:51.330000,0:02:51.420000,IdleClips
0:02:51.330000,0:02:51.420000,who
0:02:51.420000,0:02:51.660000,IdleClips
0:02:51.420000,0:02:51.660000,came
0:02:51.660000,0:02:52.020000,IdleClips
0:02:51.660000,0:02:52.020000,before
0:02:52.020000,0:02:52.230000,IdleClips
0:02:52.020000,0:02:52.230000,me
0:02:52.230000,0:02:52.410000,IdleClips
0:02:52.230000,0:02:52.410000,and
0:02:52.410000,0:02:52.590000,IdleClips
0:02:52.410000,0:02:52.590000,that
0:02:52.590000,0:02:52.740000,IdleClips
0:02:52.590000,0:02:52.740000,in
0:02:52.740000,0:02:53.220000,IdleClips
0:02:52.740000,0:02:53.220000,no
0:02:53.220000,0:02:53.490000,IdleClips
0:02:53.220000,0:02:53.490000,other
0:02:53.490000,0:02:53.940000,IdleClips
0:02:53.490000,0:02:53.940000,country
0:02:53.940000,0:02:54.150000,IdleClips
0:02:53.940000,0:02:54.150000,on
0:02:54.150000,0:02:54.630000,IdleClips
0:02:54.150000,0:02:54.630000,earth
0:02:54.630000,0:02:54.900000,IdleClips
0:02:54.690000,0:02:54.900000,is
0:02:54.900000,0:02:55.080000,IdleClips
0:02:54.900000,0:02:55.080000,my
0:02:55.080000,0:02:55.500000,IdleClips
0:02:55.080000,0:02:55.500000,story
0:02:55.500000,0:02:55.800000,IdleClips
0:02:55.500000,0:02:55.800000,even
0:02:55.800000,0:02:56.390000,IdleClips
0:02:55.800000,0:02:56.390000,possible
0:03:02.340000,0:03:02.490000,So
0:03:02.490000,0:03:02.850000,IdleClips
0:03:02.500000,0:03:02.850000,Nice
0:03:04.640000,0:03:04.880000,We
0:03:04.880000,0:03:05.410000,IdleClips
0:03:04.880000,0:03:05.410000,gathered
0:03:05.410000,0:03:05.600000,IdleClips
0:03:05.410000,0:03:05.600000,to
0:03:05.600000,0:03:06.320000,IdleClips
0:03:05.600000,0:03:06.320000,affirm
0:03:06.320000,0:03:06.770000,IdleClips
0:03:06.620000,0:03:06.770000,the
0:03:06.770000,0:03:07.280000,IdleClips
0:03:06.770000,0:03:07.280000,greatness
0:03:07.280000,0:03:07.430000,IdleClips
0:03:07.280000,0:03:07.430000,of
0:03:07.430000,0:03:07.580000,IdleClips
0:03:07.430000,0:03:07.580000,our
0:03:07.580000,0:03:08,IdleClips
0:03:07.580000,0:03:08,nation
0:03:08,0:03:09.710000,IdleClips
0:03:09.470000,0:03:09.710000,not
0:03:09.710000,0:03:10.010000,IdleClips
0:03:09.710000,0:03:10.010000,because
0:03:10.010000,0:03:10.100000,IdleClips
0:03:10.010000,0:03:10.100000,of
0:03:10.100000,0:03:10.160000,IdleClips
0:03:10.100000,0:03:10.160000,the
0:03:10.160000,0:03:10.370000,IdleClips
0:03:10.160000,0:03:10.370000,height
0:03:10.370000,0:03:10.460000,IdleClips
0:03:10.370000,0:03:10.460000,of
0:03:10.460000,0:03:10.550000,IdleClips
0:03:10.460000,0:03:10.550000,our
0:03:10.550000,0:03:11.570000,IdleClips
0:03:10.550000,0:03:11.570000,skyscrapers
0:03:11.570000,0:03:11.750000,IdleClips
0:03:11.570000,0:03:11.750000,or
0:03:11.750000,0:03:11.840000,IdleClips
0:03:11.750000,0:03:11.840000,the
0:03:11.840000,0:03:12.200000,IdleClips
0:03:11.840000,0:03:12.200000,power
0:03:12.200000,0:03:12.290000,IdleClips
0:03:12.200000,0:03:12.290000,of
0:03:12.290000,0:03:12.410000,IdleClips
0:03:12.290000,0:03:12.410000,our
0:03:12.410000,0:03:12.950000,IdleClips
0:03:12.410000,0:03:12.950000,military
0:03:12.950000,0:03:13.100000,IdleClips
0:03:12.950000,0:03:13.100000,or
0:03:13.100000,0:03:13.220000,IdleClips
0:03:13.100000,0:03:13.220000,the
0:03:13.220000,0:03:13.580000,IdleClips
0:03:13.220000,0:03:13.580000,size
0:03:13.580000,0:03:13.670000,IdleClips
0:03:13.580000,0:03:13.670000,of
0:03:13.670000,0:03:13.820000,IdleClips
0:03:13.670000,0:03:13.820000,our
0:03:13.820000,0:03:14.390000,IdleClips
0:03:13.820000,0:03:14.390000,economy
0:03:14.390000,0:03:14.870000,IdleClips
0:03:14.690000,0:03:14.870000,Our
0:03:14.870000,0:03:15.320000,IdleClips
0:03:14.870000,0:03:15.320000,pride
0:03:15.320000,0:03:15.470000,IdleClips
0:03:15.320000,0:03:15.470000,is
0:03:15.470000,0:03:15.890000,IdleClips
0:03:15.470000,0:03:15.890000,based
0:03:15.890000,0:03:16.070000,IdleClips
0:03:15.890000,0:03:16.070000,on
0:03:16.070000,0:03:16.100000,IdleClips
0:03:16.070000,0:03:16.100000,a
0:03:16.100000,0:03:16.370000,IdleClips
0:03:16.100000,0:03:16.370000,very
0:03:16.370000,0:03:16.730000,IdleClips
0:03:16.370000,0:03:16.730000,simple
0:03:16.730000,0:03:17.270000,IdleClips
0:03:16.730000,0:03:17.270000,premise
0:03:17.270000,0:03:18.800000,IdleClips
0:03:18.320000,0:03:18.800000,summed
0:03:18.800000,0:03:19.040000,IdleClips
0:03:18.800000,0:03:19.040000,up
0:03:19.040000,0:03:19.220000,IdleClips
0:03:19.040000,0:03:19.220000,in
0:03:19.220000,0:03:19.280000,IdleClips
0:03:19.220000,0:03:19.280000,a
0:03:19.280000,0:03:20.180000,IdleClips
0:03:19.280000,0:03:20.180000,declaration
0:03:20.180000,0:03:20.480000,IdleClips
0:03:20.240000,0:03:20.480000,made
0:03:20.480000,0:03:20.690000,IdleClips
0:03:20.480000,0:03:20.690000,over
0:03:20.690000,0:03:21.140000,IdleClips
0:03:20.690000,0:03:21.140000,200
0:03:21.140000,0:03:21.380000,IdleClips
0:03:21.140000,0:03:21.380000,years
0:03:21.380000,0:03:21.680000,IdleClips
0:03:21.380000,0:03:21.680000,ago
0:03:21.680000,0:03:23.300000,IdleClips
0:03:23.120000,0:03:23.300000,We
0:03:23.300000,0:03:23.600000,IdleClips
0:03:23.300000,0:03:23.600000,hold
0:03:23.600000,0:03:23.750000,IdleClips
0:03:23.600000,0:03:23.750000,these
0:03:23.750000,0:03:24.140000,IdleClips
0:03:23.750000,0:03:24.140000,truths
0:03:24.140000,0:03:24.260000,IdleClips
0:03:24.140000,0:03:24.260000,to
0:03:24.260000,0:03:24.380000,IdleClips
0:03:24.260000,0:03:24.380000,be
0:03:24.380000,0:03:24.680000,IdleClips
0:03:24.380000,0:03:24.680000,self
0:03:24.680000,0:03:24.980000,IdleClips
0:03:24.680000,0:03:24.980000,evident
0:03:24.980000,0:03:25.970000,IdleClips
0:03:25.760000,0:03:25.970000,that
0:03:25.970000,0:03:26.270000,IdleClips
0:03:25.970000,0:03:26.270000,all
0:03:26.270000,0:03:26.630000,IdleClips
0:03:26.270000,0:03:26.630000,men
0:03:26.630000,0:03:26.870000,IdleClips
0:03:26.660000,0:03:26.870000,are
0:03:26.870000,0:03:27.320000,IdleClips
0:03:26.870000,0:03:27.320000,created
0:03:27.320000,0:03:27.650000,IdleClips
0:03:27.320000,0:03:27.650000,equal
0:03:27.650000,0:03:29.880000,IdleClips
0:03:29.670000,0:03:29.880000,that
0:03:29.880000,0:03:30.030000,IdleClips
0:03:29.880000,0:03:30.030000,they
0:03:30.030000,0:03:30.210000,IdleClips
0:03:30.030000,0:03:30.210000,are
0:03:30.210000,0:03:30.750000,IdleClips
0:03:30.210000,0:03:30.750000,endowed
0:03:30.750000,0:03:30.900000,IdleClips
0:03:30.750000,0:03:30.900000,by
0:03:30.900000,0:03:31.050000,IdleClips
0:03:30.900000,0:03:31.050000,their
0:03:31.050000,0:03:31.530000,IdleClips
0:03:31.050000,0:03:31.530000,creator
0:03:31.530000,0:03:31.710000,IdleClips
0:03:31.530000,0:03:31.710000,with
0:03:31.710000,0:03:32.040000,IdleClips
0:03:31.710000,0:03:32.040000,certain
0:03:32.040000,0:03:32.820000,IdleClips
0:03:32.040000,0:03:32.820000,inalienable
0:03:32.820000,0:03:33.180000,IdleClips
0:03:32.820000,0:03:33.180000,rights
0:03:33.180000,0:03:33.570000,IdleClips
0:03:33.390000,0:03:33.570000,That
0:03:33.570000,0:03:33.900000,IdleClips
0:03:33.570000,0:03:33.900000,among
0:03:33.900000,0:03:34.260000,IdleClips
0:03:33.900000,0:03:34.260000,these
0:03:34.260000,0:03:34.470000,IdleClips
0:03:34.260000,0:03:34.470000,are
0:03:34.470000,0:03:34.830000,IdleClips
0:03:34.470000,0:03:34.830000,life
0:03:34.830000,0:03:35.790000,IdleClips
0:03:35.250000,0:03:35.790000,liberty
0:03:35.790000,0:03:36.150000,IdleClips
0:03:35.970000,0:03:36.150000,and
0:03:36.150000,0:03:36.210000,IdleClips
0:03:36.150000,0:03:36.210000,the
0:03:36.210000,0:03:36.690000,IdleClips
0:03:36.210000,0:03:36.690000,pursuit
0:03:36.690000,0:03:36.780000,IdleClips
0:03:36.690000,0:03:36.780000,of
0:03:36.780000,0:03:37.410000,IdleClips
0:03:36.780000,0:03:37.410000,happiness
0:03:37.410000,0:03:38.640000,IdleClips
0:03:37.800000,0:03:38.640000,That
0:03:38.640000,0:03:38.910000,IdleClips
0:03:38.730000,0:03:38.910000,is
0:03:38.910000,0:03:39.030000,IdleClips
0:03:38.910000,0:03:39.030000,the
0:03:39.030000,0:03:39.300000,IdleClips
0:03:39.030000,0:03:39.300000,true
0:03:39.300000,0:03:39.870000,IdleClips
0:03:39.300000,0:03:39.870000,genius
0:03:39.870000,0:03:40.080000,IdleClips
0:03:39.930000,0:03:40.080000,of
0:03:40.080000,0:03:40.710000,IdleClips
0:03:40.080000,0:03:40.710000,America
0:03:41.940000,0:03:42.060000,A
0:03:42.060000,0:03:42.550000,IdleClips
0:03:42.070000,0:03:42.550000,faith
0:03:42.550000,0:03:43.880000,IdleClips
0:03:43.880000,0:03:44.710000,IdleClips
0:03:44.210000,0:03:44.710000,faith
0:03:44.710000,0:03:44.980000,IdleClips
0:03:44.770000,0:03:44.980000,in
0:03:44.980000,0:03:45.400000,IdleClips
0:03:44.980000,0:03:45.400000,simple
0:03:45.400000,0:03:46.060000,IdleClips
0:03:45.400000,0:03:46.060000,dreams
0:03:47.290000,0:03:47.800000,uninstall
0:03:47.800000,0:03:48.430000,IdleClips
0:03:47.800000,0:03:48.430000,distance
0:03:48.430000,0:03:48.700000,IdleClips
0:03:48.490000,0:03:48.700000,on
0:03:48.700000,0:03:49.060000,IdleClips
0:03:48.700000,0:03:49.060000,small
0:03:49.060000,0:03:49.780000,IdleClips
0:03:49.060000,0:03:49.780000,miracles
0:03:49.780000,0:03:50.890000,IdleClips
0:03:50.740000,0:03:50.890000,that
0:03:50.890000,0:03:51.010000,IdleClips
0:03:50.890000,0:03:51.010000,we
0:03:51.010000,0:03:51.190000,IdleClips
0:03:51.010000,0:03:51.190000,can
0:03:51.190000,0:03:51.460000,IdleClips
0:03:51.190000,0:03:51.460000,talk
0:03:51.460000,0:03:51.580000,IdleClips
0:03:51.460000,0:03:51.580000,in
0:03:51.580000,0:03:51.700000,IdleClips
0:03:51.580000,0:03:51.700000,our
0:03:51.700000,0:03:52.150000,IdleClips
0:03:51.700000,0:03:52.150000,children
0:03:52.150000,0:03:52.270000,IdleClips
0:03:52.150000,0:03:52.270000,at
0:03:52.270000,0:03:52.780000,IdleClips
0:03:52.270000,0:03:52.780000,night
0:03:52.780000,0:03:53.710000,IdleClips
0:03:53.530000,0:03:53.710000,and
0:03:53.710000,0:03:53.920000,IdleClips
0:03:53.710000,0:03:53.920000,know
0:03:53.920000,0:03:54.100000,IdleClips
0:03:53.920000,0:03:54.100000,that
0:03:54.100000,0:03:54.300000,IdleClips
0:03:54.100000,0:03:54.300000,they're
0:03:54.300000,0:03:54.670000,IdleClips
0:03:54.310000,0:03:54.670000,fed
0:03:54.670000,0:03:54.820000,IdleClips
0:03:54.670000,0:03:54.820000,and
0:03:54.820000,0:03:55.360000,IdleClips
0:03:54.820000,0:03:55.360000,clothed
0:03:55.360000,0:03:55.540000,IdleClips
0:03:55.360000,0:03:55.540000,and
0:03:55.540000,0:03:55.840000,IdleClips
0:03:55.540000,0:03:55.840000,safe
0:03:55.840000,0:03:55.990000,IdleClips
0:03:55.840000,0:03:55.990000,from
0:03:55.990000,0:03:56.260000,IdleClips
0:03:55.990000,0:03:56.260000,harm
0:03:56.260000,0:03:57.630000,IdleClips
0:03:57.630000,0:03:57.820000,IdleClips
0:03:57.720000,0:03:57.820000,we
0:03:57.820000,0:03:58,IdleClips
0:03:57.820000,0:03:58,can
0:03:58,0:03:58.270000,IdleClips
0:03:58,0:03:58.270000,say
0:03:58.270000,0:03:58.450000,IdleClips
0:03:58.270000,0:03:58.450000,what
0:03:58.450000,0:03:58.570000,IdleClips
0:03:58.450000,0:03:58.570000,we
0:03:58.570000,0:03:58.840000,IdleClips
0:03:58.570000,0:03:58.840000,think
0:03:58.840000,0:03:59.110000,IdleClips
0:03:58.840000,0:03:59.110000,right
0:03:59.110000,0:03:59.260000,IdleClips
0:03:59.110000,0:03:59.260000,What
0:03:59.260000,0:03:59.380000,IdleClips
0:03:59.260000,0:03:59.380000,we
0:03:59.380000,0:03:59.650000,IdleClips
0:03:59.380000,0:03:59.650000,think
0:03:59.650000,0:03:59.890000,IdleClips
0:03:59.650000,0:03:59.890000,without
0:03:59.890000,0:04:00.160000,IdleClips
0:03:59.890000,0:04:00.160000,hearing
0:04:00.160000,0:04:00.220000,IdleClips
0:04:00.160000,0:04:00.220000,a
0:04:00.220000,0:04:00.490000,IdleClips
0:04:00.220000,0:04:00.490000,sudden
0:04:00.490000,0:04:00.790000,IdleClips
0:04:00.490000,0:04:00.790000,knocked
0:04:00.790000,0:04:00.910000,IdleClips
0:04:00.790000,0:04:00.910000,on
0:04:00.910000,0:04:01,IdleClips
0:04:00.910000,0:04:01,the
0:04:01,0:04:01.540000,IdleClips
0:04:01,0:04:01.540000,door
0:04:01.540000,0:04:02.680000,IdleClips
0:04:02.500000,0:04:02.680000,that
0:04:02.680000,0:04:02.800000,IdleClips
0:04:02.680000,0:04:02.800000,we
0:04:02.800000,0:04:02.950000,IdleClips
0:04:02.800000,0:04:02.950000,can
0:04:02.950000,0:04:03.160000,IdleClips
0:04:02.950000,0:04:03.160000,have
0:04:03.160000,0:04:03.250000,IdleClips
0:04:03.160000,0:04:03.250000,an
0:04:03.250000,0:04:03.730000,IdleClips
0:04:03.250000,0:04:03.730000,idea
0:04:03.730000,0:04:03.940000,IdleClips
0:04:03.760000,0:04:03.940000,and
0:04:03.940000,0:04:04.240000,IdleClips
0:04:03.940000,0:04:04.240000,start
0:04:04.240000,0:04:04.330000,IdleClips
0:04:04.240000,0:04:04.330000,our
0:04:04.330000,0:04:04.450000,IdleClips
0:04:04.330000,0:04:04.450000,own
0:04:04.450000,0:04:04.990000,IdleClips
0:04:04.450000,0:04:04.990000,business
0:04:04.990000,0:04:06.400000,IdleClips
0:04:06.100000,0:04:06.400000,without
0:04:06.400000,0:04:06.640000,IdleClips
0:04:06.400000,0:04:06.640000,paying
0:04:06.640000,0:04:06.730000,IdleClips
0:04:06.640000,0:04:06.730000,a
0:04:06.730000,0:04:07.090000,IdleClips
0:04:06.730000,0:04:07.090000,bribe
0:04:07.090000,0:04:08.560000,IdleClips
0:04:08.380000,0:04:08.560000,That
0:04:08.560000,0:04:08.680000,IdleClips
0:04:08.560000,0:04:08.680000,we
0:04:08.680000,0:04:08.830000,IdleClips
0:04:08.680000,0:04:08.830000,can
0:04:08.830000,0:04:09.640000,IdleClips
0:04:08.830000,0:04:09.640000,participate
0:04:09.640000,0:04:09.790000,IdleClips
0:04:09.640000,0:04:09.790000,in
0:04:09.790000,0:04:09.850000,IdleClips
0:04:09.790000,0:04:09.850000,the
0:04:09.850000,0:04:10.300000,IdleClips
0:04:09.850000,0:04:10.300000,political
0:04:10.300000,0:04:10.990000,IdleClips
0:04:10.300000,0:04:10.990000,process
0:04:10.990000,0:04:11.440000,IdleClips
0:04:11.110000,0:04:11.440000,without
0:04:11.440000,0:04:11.620000,IdleClips
0:04:11.440000,0:04:11.620000,fear
0:04:11.620000,0:04:11.710000,IdleClips
0:04:11.620000,0:04:11.710000,of
0:04:11.710000,0:04:12.520000,IdleClips
0:04:11.710000,0:04:12.520000,retribution
0:04:12.520000,0:04:12.820000,IdleClips
0:04:12.640000,0:04:12.820000,and
0:04:12.820000,0:04:12.940000,IdleClips
0:04:12.820000,0:04:12.940000,that
0:04:12.940000,0:04:13.060000,IdleClips
0:04:12.940000,0:04:13.060000,our
0:04:13.060000,0:04:13.390000,IdleClips
0:04:13.060000,0:04:13.390000,votes
0:04:13.390000,0:04:13.600000,IdleClips
0:04:13.390000,0:04:13.600000,will
0:04:13.600000,0:04:13.750000,IdleClips
0:04:13.600000,0:04:13.750000,be
0:04:13.750000,0:04:14.230000,IdleClips
0:04:13.750000,0:04:14.230000,counted
0:04:14.230000,0:04:15.400000,IdleClips
0:04:15.220000,0:04:15.400000,at
0:04:15.400000,0:04:15.640000,IdleClips
0:04:15.400000,0:04:15.640000,least
0:04:15.640000,0:04:15.850000,IdleClips
0:04:15.640000,0:04:15.850000,most
0:04:15.850000,0:04:15.940000,IdleClips
0:04:15.850000,0:04:15.940000,of
0:04:15.940000,0:04:16.030000,IdleClips
0:04:15.940000,0:04:16.030000,the
0:04:16.030000,0:04:16.300000,IdleClips
0:04:16.030000,0:04:16.300000,time
0:04:24.490000,0:04:25.300000,This year
0:04:25.300000,0:04:25.690000,IdleClips
0:04:25.480000,0:04:25.690000,in
0:04:25.690000,0:04:25.930000,IdleClips
0:04:25.690000,0:04:25.930000,this
0:04:25.930000,0:04:26.560000,IdleClips
0:04:25.930000,0:04:26.560000,election
0:04:26.560000,0:04:26.920000,IdleClips
0:04:26.710000,0:04:26.920000,we
0:04:26.920000,0:04:27.100000,IdleClips
0:04:26.920000,0:04:27.100000,are
0:04:27.100000,0:04:27.730000,IdleClips
0:04:27.100000,0:04:27.730000,called
0:04:27.730000,0:04:28.180000,IdleClips
0:04:28.030000,0:04:28.180000,to
0:04:28.180000,0:04:28.840000,IdleClips
0:04:28.180000,0:04:28.840000,reaffirm
0:04:28.840000,0:04:28.990000,IdleClips
0:04:28.840000,0:04:28.990000,our
0:04:28.990000,0:04:29.410000,IdleClips
0:04:28.990000,0:04:29.410000,values
0:04:29.410000,0:04:29.500000,IdleClips
0:04:29.410000,0:04:29.500000,and
0:04:29.500000,0:04:29.590000,IdleClips
0:04:29.500000,0:04:29.590000,our
0:04:29.590000,0:04:30.100000,IdleClips
0:04:29.590000,0:04:30.100000,commitments
0:04:30.100000,0:04:30.220000,IdleClips
0:04:30.100000,0:04:30.220000,to
0:04:30.220000,0:04:30.550000,IdleClips
0:04:30.220000,0:04:30.550000,hold
0:04:30.550000,0:04:30.670000,IdleClips
0:04:30.550000,0:04:30.670000,them
0:04:30.670000,0:04:31.120000,IdleClips
0:04:30.670000,0:04:31.120000,against
0:04:31.120000,0:04:31.450000,IdleClips
0:04:31.360000,0:04:31.450000,a
0:04:31.450000,0:04:31.780000,IdleClips
0:04:31.450000,0:04:31.780000,hard
0:04:31.780000,0:04:32.350000,IdleClips
0:04:31.780000,0:04:32.350000,reality
0:04:32.350000,0:04:32.860000,IdleClips
0:04:32.680000,0:04:32.860000,and
0:04:32.860000,0:04:33.010000,IdleClips
0:04:32.860000,0:04:33.010000,see
0:04:33.010000,0:04:33.130000,IdleClips
0:04:33.010000,0:04:33.130000,how
0:04:33.130000,0:04:33.280000,IdleClips
0:04:33.130000,0:04:33.280000,we're
0:04:33.280000,0:04:33.670000,IdleClips
0:04:33.280000,0:04:33.670000,measuring
0:04:33.670000,0:04:33.910000,IdleClips
0:04:33.670000,0:04:33.910000,up
0:04:33.910000,0:04:34.510000,IdleClips
0:04:34.390000,0:04:34.510000,to
0:04:34.510000,0:04:34.570000,IdleClips
0:04:34.510000,0:04:34.570000,the
0:04:34.570000,0:04:34.960000,IdleClips
0:04:34.570000,0:04:34.960000,legacy
0:04:34.960000,0:04:35.050000,IdleClips
0:04:34.960000,0:04:35.050000,of
0:04:35.050000,0:04:35.170000,IdleClips
0:04:35.050000,0:04:35.170000,our
0:04:35.170000,0:04:35.890000,IdleClips
0:04:35.170000,0:04:35.890000,forebearers
0:04:35.890000,0:04:36.130000,IdleClips
0:04:35.980000,0:04:36.130000,and
0:04:36.130000,0:04:36.190000,IdleClips
0:04:36.130000,0:04:36.190000,the
0:04:36.190000,0:04:36.580000,IdleClips
0:04:36.190000,0:04:36.580000,promise
0:04:36.580000,0:04:36.670000,IdleClips
0:04:36.580000,0:04:36.670000,of
0:04:36.670000,0:04:36.940000,IdleClips
0:04:36.670000,0:04:36.940000,future
0:04:36.940000,0:04:37.750000,IdleClips
0:04:36.940000,0:04:37.750000,generations
0:04:37.750000,0:04:38.350000,IdleClips
0:04:38.140000,0:04:38.350000,and
0:04:38.350000,0:04:38.770000,IdleClips
0:04:38.350000,0:04:38.770000,fellow
0:04:38.770000,0:04:39.610000,IdleClips
0:04:38.770000,0:04:39.610000,Americans
0:04:39.610000,0:04:40.600000,IdleClips
0:04:39.760000,0:04:40.600000,Democrats
0:04:40.600000,0:04:41.740000,IdleClips
0:04:40.750000,0:04:41.740000,Republicans
0:04:41.740000,0:04:42.550000,IdleClips
0:04:41.830000,0:04:42.550000,independents
0:04:42.550000,0:04:42.700000,IdleClips
0:04:42.550000,0:04:42.700000,I
0:04:42.700000,0:04:43,IdleClips
0:04:42.700000,0:04:43,say
0:04:43,0:04:43.150000,IdleClips
0:04:43,0:04:43.150000,to
0:04:43.150000,0:04:43.270000,IdleClips
0:04:43.150000,0:04:43.270000,you
0:04:43.270000,0:04:43.750000,IdleClips
0:04:43.270000,0:04:43.750000,tonight
0:04:43.750000,0:04:44.110000,IdleClips
0:04:43.900000,0:04:44.110000,we
0:04:44.110000,0:04:44.560000,IdleClips
0:04:44.110000,0:04:44.560000,have
0:04:44.560000,0:04:44.950000,IdleClips
0:04:44.680000,0:04:44.950000,more
0:04:44.950000,0:04:45.310000,IdleClips
0:04:44.950000,0:04:45.310000,work
0:04:45.310000,0:04:45.490000,IdleClips
0:04:45.370000,0:04:45.490000,to
0:04:45.490000,0:04:46.060000,IdleClips
0:04:45.490000,0:04:46.060000,do
0:04:49.150000,0:04:49.480000,more
0:04:49.480000,0:04:49.780000,IdleClips
0:04:49.480000,0:04:49.780000,work
0:04:49.780000,0:04:49.900000,IdleClips
0:04:49.780000,0:04:49.900000,to
0:04:49.900000,0:04:50.350000,IdleClips
0:04:49.900000,0:04:50.350000,do
0:04:50.350000,0:04:51.160000,IdleClips
0:04:51.040000,0:04:51.160000,for
0:04:51.160000,0:04:51.280000,IdleClips
0:04:51.160000,0:04:51.280000,the
0:04:51.280000,0:04:51.730000,IdleClips
0:04:51.280000,0:04:51.730000,workers
0:04:51.730000,0:04:51.880000,IdleClips
0:04:51.730000,0:04:51.880000,I
0:04:51.880000,0:04:52.090000,IdleClips
0:04:51.880000,0:04:52.090000,met
0:04:52.090000,0:04:52.180000,IdleClips
0:04:52.090000,0:04:52.180000,in
0:04:52.180000,0:04:52.780000,IdleClips
0:04:52.180000,0:04:52.780000,Galesburg
0:04:52.780000,0:04:53.250000,IdleClips
